shortname	gtrnadbid	species_long	query	class	family	genus	order	phylum	species	domain	txid	kingdom
Pelo_UFO1	peloSp_UFO1	Pelosinus sp. UFO1	Pelosinus sp	Negativicutes	Sporomusaceae	Pelosinus	Selenomonadales	Firmicutes		Bacteria	txid	
Sele_rumi_lactilytica_TAM6421	seleRumi_LACTILYTICA_TAM	Selenomonas ruminantium subsp. lactilytica TAM6421	Selenomonas ruminantium	Negativicutes	Selenomonadaceae	Selenomonas	Selenomonadales	Firmicutes	Selenomonas ruminantium	Bacteria	971	
Sele_sput_ATCC_35185	seleSput_ATCC35185	Selenomonas sputigena ATCC 35185	Selenomonas sputigena	Negativicutes	Selenomonadaceae	Selenomonas	Selenomonadales	Firmicutes	Selenomonas sputigena	Bacteria	69823	
Veil_parv_DSM_2008	veilParv_DSM2008	Veillonella parvula DSM 2008	Veillonella parvula	Negativicutes	Veillonellaceae	Veillonella	Veillonellales	Firmicutes	Veillonella parvula	Bacteria	29466	
Fuso_nucl_animalis_4_8	fusoNucl_ANIMALIS_4_8	Fusobacterium nucleatum subsp. animalis 4_8	Fusobacterium nucleatum	Fusobacteriia	Fusobacteriaceae	Fusobacterium	Fusobacteriales	Fusobacteria	Fusobacterium nucleatum	Bacteria	851	
Fuso_nucl_animalis_7_1	fusoNucl_ANIMALIS_7_1	Fusobacterium nucleatum subsp. animalis 7_1	Fusobacterium nucleatum	Fusobacteriia	Fusobacteriaceae	Fusobacterium	Fusobacteriales	Fusobacteria	Fusobacterium nucleatum	Bacteria	851	
Fuso_nucl_nucleatum_ATCC_25586	fusoNucl_NUCLEATUM_ATCC2	Fusobacterium nucleatum subsp. nucleatum ATCC 25586	Fusobacterium nucleatum	Fusobacteriia	Fusobacteriaceae	Fusobacterium	Fusobacteriales	Fusobacteria	Fusobacterium nucleatum	Bacteria	851	
Fuso_nucl_vincentii_3_1_27	fusoNucl_VINCENTII_3_1_2	Fusobacterium nucleatum subsp. vincentii 3_1_27	Fusobacterium nucleatum	Fusobacteriia	Fusobacteriaceae	Fusobacterium	Fusobacteriales	Fusobacteria	Fusobacterium nucleatum	Bacteria	851	
Fuso_nucl_vincentii_3_1_36A2	fusoNucl_VINCENTII_3_1_3	Fusobacterium nucleatum subsp. vincentii 3_1_36A2	Fusobacterium nucleatum	Fusobacteriia	Fusobacteriaceae	Fusobacterium	Fusobacteriales	Fusobacteria	Fusobacterium nucleatum	Bacteria	851	
Ilyo_poly_DSM_2926	ilyoPoly_DSM2926	Ilyobacter polytropus DSM 2926	Ilyobacter polytropus	Fusobacteriia	Fusobacteriaceae	Ilyobacter	Fusobacteriales	Fusobacteria	Ilyobacter polytropus	Bacteria	167642	
Lept_bucc_C_1013_b_DSM_1135	leptBucc_C_1013_B_DSM1135	Leptotrichia buccalis C-1013-b DSM 1135	Leptotrichia buccalis	Fusobacteriia	Leptotrichiaceae	Leptotrichia	Fusobacteriales	Fusobacteria	Leptotrichia buccalis	Bacteria	40542	
Seba_term_ATCC_33386	sebaTerm_ATCC33386	Sebaldella termitidis ATCC 33386	Sebaldella termitidis	Fusobacteriia	Leptotrichiaceae	Sebaldella	Fusobacteriales	Fusobacteria	Sebaldella termitidis	Bacteria	826	
Snea_Sn35_SN35	sneaSp_SN35_SN35	Sneathia sp. Sn35 SN35	Sneathia sp	Fusobacteriia	Leptotrichiaceae	Sneathia	Fusobacteriales	Fusobacteria		Bacteria	txid	
Stre_moni_DSM_12112	streMoni_DSM12112	Streptobacillus moniliformis DSM 12112	Streptobacillus moniliformis	Fusobacteriia	Leptotrichiaceae	Streptobacillus	Fusobacteriales	Fusobacteria	Streptobacillus moniliformis	Bacteria	34105	
Gemm_aura_T_27	gemmAura_T_27	Gemmatimonas aurantiaca T-27	Gemmatimonas aurantiaca	Gemmatimonadetes	Gemmatimonadaceae	Gemmatimonas	Gemmatimonadales	Gemmatimonadetes	Gemmatimonas aurantiaca	Bacteria	173480	
Gemm_bact_KBS708	gemmBact_KBS708	Gemmatimonadetes bacterium KBS708	Gemmatimonadetes bacterium					Gemmatimonadetes	Gemmatimonadetes bacterium	Bacteria	2026742	
Igna_albu_JCM_16511	ignaAlbu_JCM_16511	Ignavibacterium album JCM 16511	Ignavibacterium album	Ignavibacteria	Ignavibacteriaceae	Ignavibacterium	Ignavibacteriales	Ignavibacteriae	Ignavibacterium album	Bacteria	591197	
Meli_rose_P3M_2	meliRose_P3M_2	Melioribacter roseus P3M-2	Melioribacter roseus	Ignavibacteria	Melioribacteraceae	Melioribacter	Ignavibacteriales	Ignavibacteriae	Melioribacter roseus	Bacteria	1134405	
Cand_Nitr_defluvii	candNitr_DEFLUVII	Candidatus Nitrospira defluvii	Candidatus Nitrospira	Nitrospira	Nitrospiraceae	Nitrospira	Nitrospirales	Nitrospirae		Bacteria	txid	
Lept_ferr_ML_04	leptFerr_ML_04	Leptospirillum ferriphilum ML-04	Leptospirillum ferriphilum	Nitrospira	Nitrospiraceae	Leptospirillum	Nitrospirales	Nitrospirae	Leptospirillum ferriphilum	Bacteria	178606	
Lept_ferr_YSK	leptFerr_YSK	Leptospirillum ferriphilum YSK	Leptospirillum ferriphilum	Nitrospira	Nitrospiraceae	Leptospirillum	Nitrospirales	Nitrospirae	Leptospirillum ferriphilum	Bacteria	178606	
Lept_ferr_C2_3	leptFerr_C2_3	Leptospirillum ferrooxidans C2-3	Leptospirillum ferrooxidans	Nitrospira	Nitrospiraceae	Leptospirillum	Nitrospirales	Nitrospirae	Leptospirillum ferrooxidans	Bacteria	180	
Ther_yell_DSM_11347	therYell1	Thermodesulfovibrio yellowstonii DSM 11347	Thermodesulfovibrio yellowstonii	Nitrospira	Nitrospiraceae	Thermodesulfovibrio	Nitrospirales	Nitrospirae	Thermodesulfovibrio yellowstonii	Bacteria	28262	
Phyc_miku_NBRC_102666	phycMiku_NBRC_102666	Phycisphaera mikurensis NBRC 102666	Phycisphaera mikurensis	Phycisphaerae	Phycisphaeraceae	Phycisphaera	Phycisphaerales	Planctomycetes	Phycisphaera mikurensis	Bacteria	547188	
Isos_pall_ATCC_43644	isosPall_ATCC43644	Isosphaera pallida ATCC 43644	Isosphaera pallida	Planctomycetia	Isosphaeraceae	Isosphaera	Planctomycetales	Planctomycetes	Isosphaera pallida	Bacteria	128	
Pire_stal_DSM_6068	pireStal_DSM6068	Pirellula staleyi DSM 6068	Pirellula staleyi	Planctomycetia	Planctomycetaceae	Pirellula	Planctomycetales	Planctomycetes	Pirellula staleyi	Bacteria	125	
Plan_bras_DSM_5305	planBras_DSM5305	Planctomyces brasiliensis DSM 5305	Planctomyces brasiliensis	Planctomycetia	Planctomycetaceae	Rubinisphaera	Planctomycetales	Planctomycetes	Rubinisphaera brasiliensis	Bacteria	119	
Plan_limn_DSM_3776	planLimn_DSM3776	Planctomyces limnophilus DSM 3776	Planctomyces limnophilus	Planctomycetia	Planctomycetaceae	Planctopirus	Planctomycetales	Planctomycetes	Planctopirus limnophila	Bacteria	120	
Sing_acid_DSM_18658	singAcid_DSM18658	Singulisphaera acidiphila DSM 18658	Singulisphaera acidiphila	Planctomycetia	Isosphaeraceae	Singulisphaera	Planctomycetales	Planctomycetes	Singulisphaera acidiphila	Bacteria	466153	
Acet_past_386B	acetPast_386B	Acetobacter pasteurianus 386B	Acetobacter pasteurianus	Alphaproteobacteria	Acetobacteraceae	Acetobacter	Rhodospirillales	Proteobacteria	Acetobacter pasteurianus	Bacteria	438	
Acet_past_IFO_3283_01_IFO_3283_IFO_3283_01	acetPast_IFO_3283_01_IFO_3283	Acetobacter pasteurianus IFO 3283-01 IFO 3283 substr. IFO 3283-01	Acetobacter pasteurianus	Alphaproteobacteria	Acetobacteraceae	Acetobacter	Rhodospirillales	Proteobacteria	Acetobacter pasteurianus	Bacteria	438	
Acet_past_IFO_3283_01_42C_IFO_3283_IFO_3283_01_42C	acetPast_IFO_3283_01_42C_IFO_3	Acetobacter pasteurianus IFO 3283-01-42C IFO 3283 substr. IFO 3283-01-42C	Acetobacter pasteurianus	Alphaproteobacteria	Acetobacteraceae	Acetobacter	Rhodospirillales	Proteobacteria	Acetobacter pasteurianus	Bacteria	438	
Acet_past_IFO_3283_03_IFO_3283_IFO_3283_03	acetPast_IFO_3283_03_IFO_3283	Acetobacter pasteurianus IFO 3283-03 IFO 3283 substr. IFO 3283-03	Acetobacter pasteurianus	Alphaproteobacteria	Acetobacteraceae	Acetobacter	Rhodospirillales	Proteobacteria	Acetobacter pasteurianus	Bacteria	438	
Acet_past_IFO_3283_07_IFO_3283_IFO_3283_07	acetPast_IFO_3283_07_IFO_3283	Acetobacter pasteurianus IFO 3283-07 IFO 3283 substr. IFO 3283-07	Acetobacter pasteurianus	Alphaproteobacteria	Acetobacteraceae	Acetobacter	Rhodospirillales	Proteobacteria	Acetobacter pasteurianus	Bacteria	438	
Acet_past_IFO_3283_12_IFO_3283_IFO_3283_12	acetPast_IFO_3283_12_IFO_3283	Acetobacter pasteurianus IFO 3283-12 IFO 3283 substr. IFO 3283-12	Acetobacter pasteurianus	Alphaproteobacteria	Acetobacteraceae	Acetobacter	Rhodospirillales	Proteobacteria	Acetobacter pasteurianus	Bacteria	438	
Acet_past_IFO_3283_22_IFO_3283_IFO_3283_22	acetPast_IFO_3283_22_IFO_3283	Acetobacter pasteurianus IFO 3283-22 IFO 3283 substr. IFO 3283-22	Acetobacter pasteurianus	Alphaproteobacteria	Acetobacteraceae	Acetobacter	Rhodospirillales	Proteobacteria	Acetobacter pasteurianus	Bacteria	438	
Acet_past_IFO_3283_26_IFO_3283_IFO_3283_26	acetPast_IFO_3283_26_IFO_3283	Acetobacter pasteurianus IFO 3283-26 IFO 3283 substr. IFO 3283-26	Acetobacter pasteurianus	Alphaproteobacteria	Acetobacteraceae	Acetobacter	Rhodospirillales	Proteobacteria	Acetobacter pasteurianus	Bacteria	438	
Acet_past_IFO_3283_32_IFO_3283_IFO_3283_32	acetPast_IFO_3283_32_IFO_3283	Acetobacter pasteurianus IFO 3283-32 IFO 3283 substr. IFO 3283-32	Acetobacter pasteurianus	Alphaproteobacteria	Acetobacteraceae	Acetobacter	Rhodospirillales	Proteobacteria	Acetobacter pasteurianus	Bacteria	438	
Acid_cryp_JF_5	acidCryp_JF_5	Acidiphilium cryptum JF-5	Acidiphilium cryptum	Alphaproteobacteria	Acetobacteraceae	Acidiphilium	Rhodospirillales	Proteobacteria	Acidiphilium cryptum	Bacteria	524	
Acid_mult_AIU301	acidMult_AIU301	Acidiphilium multivorum AIU301	Acidiphilium multivorum	Alphaproteobacteria	Acetobacteraceae	Acidiphilium	Rhodospirillales	Proteobacteria	Acidiphilium multivorum	Bacteria	62140	
Agro_fabr_C58	agroFabr_C58	Agrobacterium fabrum str. C58	Agrobacterium fabrum	Alphaproteobacteria	Rhizobiaceae	Agrobacterium	Rhizobiales	Proteobacteria	Agrobacterium fabrum	Bacteria	1176649	
Agro_radi_K84	agroRadi_K84	Agrobacterium radiobacter K84	Agrobacterium radiobacter	Alphaproteobacteria	Rhizobiaceae	Agrobacterium	Rhizobiales	Proteobacteria	Agrobacterium tumefaciens	Bacteria	358	
Agro_H13_3	agroSp_H13_3	Agrobacterium sp. H13-3	Agrobacterium sp	Alphaproteobacteria	Rhizobiaceae	Agrobacterium	Rhizobiales	Proteobacteria	Agrobacterium sp.	Bacteria	361	
Agro_tume_Ach5	agroTume_ACH5	Agrobacterium tumefaciens Ach5	Agrobacterium tumefaciens	Alphaproteobacteria	Rhizobiaceae	Agrobacterium	Rhizobiales	Proteobacteria	Agrobacterium tumefaciens	Bacteria	358	
Agro_tume_LBA4213_Ach5	agroTume_LBA4213_ACH5	Agrobacterium tumefaciens LBA4213 Ach5	Agrobacterium tumefaciens	Alphaproteobacteria	Rhizobiaceae	Agrobacterium	Rhizobiales	Proteobacteria	Agrobacterium tumefaciens	Bacteria	358	
Agro_viti_S4	agroViti_S4	Agrobacterium vitis S4	Agrobacterium vitis	Alphaproteobacteria	Rhizobiaceae	Agrobacterium	Rhizobiales	Proteobacteria	Agrobacterium vitis	Bacteria	373	
Anap_cent_Israel	anapCent_ISRAEL	Anaplasma centrale str. Israel	Anaplasma centrale	Alphaproteobacteria	Anaplasmataceae	Anaplasma	Rickettsiales	Proteobacteria	Anaplasma centrale	Bacteria	769	
Anap_marg_Dawn	anapMarg_DAWN	Anaplasma marginale str. Dawn	Anaplasma marginale	Alphaproteobacteria	Anaplasmataceae	Anaplasma	Rickettsiales	Proteobacteria	Anaplasma marginale	Bacteria	770	
Anap_marg_Florida	anapMarg_FLORIDA	Anaplasma marginale str. Florida	Anaplasma marginale	Alphaproteobacteria	Anaplasmataceae	Anaplasma	Rickettsiales	Proteobacteria	Anaplasma marginale	Bacteria	770	
Anap_marg_Gypsy_Plains	anapMarg_GYPSY_PLAINS	Anaplasma marginale str. Gypsy Plains	Anaplasma marginale	Alphaproteobacteria	Anaplasmataceae	Anaplasma	Rickettsiales	Proteobacteria	Anaplasma marginale	Bacteria	770	
Anap_marg_St_Maries	anapMarg_ST_MARIES	Anaplasma marginale str. St. Maries	Anaplasma marginale	Alphaproteobacteria	Anaplasmataceae	Anaplasma	Rickettsiales	Proteobacteria	Anaplasma marginale	Bacteria	770	
Anap_phag_Dog2	anapPhag_DOG2	Anaplasma phagocytophilum str. Dog2	Anaplasma phagocytophilum	Alphaproteobacteria	Anaplasmataceae	Anaplasma	Rickettsiales	Proteobacteria	Anaplasma phagocytophilum	Bacteria	948	
Anap_phag_HZ	anapPhag_HZ	Anaplasma phagocytophilum str. HZ	Anaplasma phagocytophilum	Alphaproteobacteria	Anaplasmataceae	Anaplasma	Rickettsiales	Proteobacteria	Anaplasma phagocytophilum	Bacteria	948	
Anap_phag_HZ2	anapPhag_HZ2	Anaplasma phagocytophilum str. HZ2	Anaplasma phagocytophilum	Alphaproteobacteria	Anaplasmataceae	Anaplasma	Rickettsiales	Proteobacteria	Anaplasma phagocytophilum	Bacteria	948	
Anap_phag_JM	anapPhag_JM	Anaplasma phagocytophilum str. JM	Anaplasma phagocytophilum	Alphaproteobacteria	Anaplasmataceae	Anaplasma	Rickettsiales	Proteobacteria	Anaplasma phagocytophilum	Bacteria	948	
Asti_exce_CB_48	astiExce_CB_48	Asticcacaulis excentricus CB 48	Asticcacaulis excentricus	Alphaproteobacteria	Caulobacteraceae	Asticcacaulis	Caulobacterales	Proteobacteria	Asticcacaulis excentricus	Bacteria	78587	
Azor_caul_ORS_571	azorCaul2	Azorhizobium caulinodans ORS 571	Azorhizobium caulinodans	Alphaproteobacteria	Xanthobacteraceae	Azorhizobium	Rhizobiales	Proteobacteria	Azorhizobium caulinodans	Bacteria	7	
Azos_bras_Az39	azosBras_AZ39	Azospirillum brasilense Az39	Azospirillum brasilense	Alphaproteobacteria	Rhodospirillaceae	Azospirillum	Rhodospirillales	Proteobacteria	Azospirillum brasilense	Bacteria	192	
Azos_bras_Sp245	azosBras_SP245	Azospirillum brasilense Sp245	Azospirillum brasilense	Alphaproteobacteria	Rhodospirillaceae	Azospirillum	Rhodospirillales	Proteobacteria	Azospirillum brasilense	Bacteria	192	
Azos_lipo_4B	azosLipo_4B	Azospirillum lipoferum 4B	Azospirillum lipoferum	Alphaproteobacteria	Rhodospirillaceae	Azospirillum	Rhodospirillales	Proteobacteria	Azospirillum lipoferum	Bacteria	193	
Azos_B510	azosSp_B510	Azospirillum sp. B510	Azospirillum sp	Alphaproteobacteria	Rhodospirillaceae	Azospirillum	Rhodospirillales	Proteobacteria	Azospirillum sp.	Bacteria	34012	
Bart_aust_Aust_NH1	bartAust_AUST_NH1	Bartonella australis Aust/NH1	Bartonella australis	Alphaproteobacteria	Bartonellaceae	Bartonella	Rhizobiales	Proteobacteria	Bartonella australis	Bacteria	388640	
Bart_baci_KC583_ATCC_35685	bartBaci_KC583_ATCC35685	Bartonella bacilliformis KC583 ATCC 35685	Bartonella bacilliformis	Alphaproteobacteria	Bartonellaceae	Bartonella	Rhizobiales	Proteobacteria	Bartonella bacilliformis	Bacteria	774	
Bart_clar_73	bartClar_73	Bartonella clarridgeiae 73	Bartonella clarridgeiae	Alphaproteobacteria	Bartonellaceae	Bartonella	Rhizobiales	Proteobacteria	Bartonella clarridgeiae	Bacteria	56426	
Bart_grah_as4aup	bartGrah_AS4AUP	Bartonella grahamii as4aup	Bartonella grahamii	Alphaproteobacteria	Bartonellaceae	Bartonella	Rhizobiales	Proteobacteria	Bartonella grahamii	Bacteria	33045	
Bart_hens_BM1374163	bartHens_BM1374163	Bartonella henselae BM1374163	Bartonella henselae	Alphaproteobacteria	Bartonellaceae	Bartonella	Rhizobiales	Proteobacteria	Bartonella henselae	Bacteria	38323	
Bart_hens_BM1374165	bartHens_BM1374165	Bartonella henselae BM1374165	Bartonella henselae	Alphaproteobacteria	Bartonellaceae	Bartonella	Rhizobiales	Proteobacteria	Bartonella henselae	Bacteria	38323	
Bart_hens_Houston_1	bartHens_HOUSTON_1	Bartonella henselae str. Houston-1	Bartonella henselae	Alphaproteobacteria	Bartonellaceae	Bartonella	Rhizobiales	Proteobacteria	Bartonella henselae	Bacteria	38323	
Bart_quin_RM_11	bartQuin_RM_11	Bartonella quintana RM-11	Bartonella quintana	Alphaproteobacteria	Bartonellaceae	Bartonella	Rhizobiales	Proteobacteria	Bartonella quintana	Bacteria	803	
Bart_quin_Toulouse	bartQuin_TOULOUSE	Bartonella quintana str. Toulouse	Bartonella quintana	Alphaproteobacteria	Bartonellaceae	Bartonella	Rhizobiales	Proteobacteria	Bartonella quintana	Bacteria	803	
Bart_trib_BM1374166	bartTrib_BM1374166	Bartonella tribocorum BM1374166	Bartonella tribocorum	Alphaproteobacteria	Bartonellaceae	Bartonella	Rhizobiales	Proteobacteria	Bartonella tribocorum	Bacteria	85701	
Bart_trib_CIP_105476	bartTrib_CIP_105476	Bartonella tribocorum CIP 105476	Bartonella tribocorum	Alphaproteobacteria	Bartonellaceae	Bartonella	Rhizobiales	Proteobacteria	Bartonella tribocorum	Bacteria	85701	
Bart_vins_berkhoffii_Winnie	bartVins_BERKHOFFII_WINN	Bartonella vinsonii subsp. berkhoffii str. Winnie	Bartonella vinsonii	Alphaproteobacteria	Bartonellaceae	Bartonella	Rhizobiales	Proteobacteria	Bartonella vinsonii	Bacteria	33047	
Beij_indi_indica_ATCC_9039	beijIndi_INDICA_ATCC9039	Beijerinckia indica subsp. indica ATCC 9039	Beijerinckia indica	Alphaproteobacteria	Beijerinckiaceae	Beijerinckia	Rhizobiales	Proteobacteria	Beijerinckia indica	Bacteria	533	
Brad_diaz_USDA_110_USDA110	bradDiaz_USDA_110_USDA110	Bradyrhizobium diazoefficiens USDA 110 USDA110	Bradyrhizobium diazoefficiens	Alphaproteobacteria	Bradyrhizobiaceae	Bradyrhizobium	Rhizobiales	Proteobacteria	Bradyrhizobium diazoefficiens	Bacteria	1355477	
Brad_japo_E109	bradJapo_E109	Bradyrhizobium japonicum E109	Bradyrhizobium japonicum	Alphaproteobacteria	Bradyrhizobiaceae	Bradyrhizobium	Rhizobiales	Proteobacteria	Bradyrhizobium japonicum	Bacteria	375	
Brad_japo_SEMIA_5079	bradJapo_SEMIA_5079	Bradyrhizobium japonicum SEMIA 5079	Bradyrhizobium japonicum	Alphaproteobacteria	Bradyrhizobiaceae	Bradyrhizobium	Rhizobiales	Proteobacteria	Bradyrhizobium japonicum	Bacteria	375	
Brad_japo_USDA_6	bradJapo_USDA_6	Bradyrhizobium japonicum USDA 6	Bradyrhizobium japonicum	Alphaproteobacteria	Bradyrhizobiaceae	Bradyrhizobium	Rhizobiales	Proteobacteria	Bradyrhizobium japonicum	Bacteria	375	
Brad_olig_S58	bradOlig_S58	Bradyrhizobium oligotrophicum S58	Bradyrhizobium oligotrophicum	Alphaproteobacteria	Bradyrhizobiaceae	Bradyrhizobium	Rhizobiales	Proteobacteria	Bradyrhizobium oligotrophicum	Bacteria	44255	
Brad_BTAi1	bradSp_BTAI1	Bradyrhizobium sp. BTAi1	Bradyrhizobium sp	Alphaproteobacteria	Bradyrhizobiaceae	Bradyrhizobium	Rhizobiales	Proteobacteria	Bradyrhizobium sp.	Bacteria	376	
Brad_ORS_278_ORS278	bradSp_ORS_278_ORS278	Bradyrhizobium sp. ORS 278 ORS278	Bradyrhizobium sp	Alphaproteobacteria	Bradyrhizobiaceae	Bradyrhizobium	Rhizobiales	Proteobacteria	Bradyrhizobium sp.	Bacteria	376	
Brad_S23321	bradSp_S23321	Bradyrhizobium sp. S23321	Bradyrhizobium sp	Alphaproteobacteria	Bradyrhizobiaceae	Bradyrhizobium	Rhizobiales	Proteobacteria	Bradyrhizobium sp.	Bacteria	376	
Brev_subv_ATCC_15264	brevSubv_ATCC15264	Brevundimonas subvibrioides ATCC 15264	Brevundimonas subvibrioides	Alphaproteobacteria	Caulobacteraceae	Brevundimonas	Caulobacterales	Proteobacteria	Brevundimonas subvibrioides	Bacteria	74313	
Bruc_abor_2308	brucAbor_2308	Brucella abortus 2308	Brucella abortus	Alphaproteobacteria	Brucellaceae	Brucella	Rhizobiales	Proteobacteria	Brucella abortus	Bacteria	235	
Bruc_abor_3196	brucAbor_3196	Brucella abortus 3196	Brucella abortus	Alphaproteobacteria	Brucellaceae	Brucella	Rhizobiales	Proteobacteria	Brucella abortus	Bacteria	235	
Bruc_abor_63_75	brucAbor_63_75	Brucella abortus 63 75	Brucella abortus	Alphaproteobacteria	Brucellaceae	Brucella	Rhizobiales	Proteobacteria	Brucella abortus	Bacteria	235	
Bruc_abor_A13334	brucAbor_A13334	Brucella abortus A13334	Brucella abortus	Alphaproteobacteria	Brucellaceae	Brucella	Rhizobiales	Proteobacteria	Brucella abortus	Bacteria	235	
Bruc_abor_BDW	brucAbor_BDW	Brucella abortus BDW	Brucella abortus	Alphaproteobacteria	Brucellaceae	Brucella	Rhizobiales	Proteobacteria	Brucella abortus	Bacteria	235	
Bruc_abor_BER	brucAbor_BER	Brucella abortus BER	Brucella abortus	Alphaproteobacteria	Brucellaceae	Brucella	Rhizobiales	Proteobacteria	Brucella abortus	Bacteria	235	
Bruc_abor_BFY	brucAbor_BFY	Brucella abortus BFY	Brucella abortus	Alphaproteobacteria	Brucellaceae	Brucella	Rhizobiales	Proteobacteria	Brucella abortus	Bacteria	235	
Bruc_abor_NCTC_10505	brucAbor_NCTC_10505	Brucella abortus NCTC 10505	Brucella abortus	Alphaproteobacteria	Brucellaceae	Brucella	Rhizobiales	Proteobacteria	Brucella abortus	Bacteria	235	
Bruc_abor_S19	brucAbor_S19	Brucella abortus S19	Brucella abortus	Alphaproteobacteria	Brucellaceae	Brucella	Rhizobiales	Proteobacteria	Brucella abortus	Bacteria	235	
Bruc_abor_ZW053	brucAbor_ZW053	Brucella abortus ZW053	Brucella abortus	Alphaproteobacteria	Brucellaceae	Brucella	Rhizobiales	Proteobacteria	Brucella abortus	Bacteria	235	
Bruc_abor_bv_1_9_941	brucAbor_BV_1_9_941	Brucella abortus bv. 1 str. 9-941	Brucella abortus	Alphaproteobacteria	Brucellaceae	Brucella	Rhizobiales	Proteobacteria	Brucella abortus	Bacteria	235	
Bruc_abor_bv_2_86_8_59	brucAbor_BV_2_86_8_59	Brucella abortus bv. 2 str. 86/8/59	Brucella abortus	Alphaproteobacteria	Brucellaceae	Brucella	Rhizobiales	Proteobacteria	Brucella abortus	Bacteria	235	
Bruc_abor_bv_6_870	brucAbor_BV_6_870	Brucella abortus bv. 6 str. 870	Brucella abortus	Alphaproteobacteria	Brucellaceae	Brucella	Rhizobiales	Proteobacteria	Brucella abortus	Bacteria	235	
Bruc_abor_bv_9_C68	brucAbor_BV_9_C68	Brucella abortus bv. 9 str. C68	Brucella abortus	Alphaproteobacteria	Brucellaceae	Brucella	Rhizobiales	Proteobacteria	Brucella abortus	Bacteria	235	
Bruc_cani_ATCC_23365	brucCani_ATCC23365	Brucella canis ATCC 23365	Brucella canis	Alphaproteobacteria	Brucellaceae	Brucella	Rhizobiales	Proteobacteria	Brucella canis	Bacteria	36855	
Bruc_cani_HSK_A52141	brucCani_HSK_A52141	Brucella canis HSK A52141	Brucella canis	Alphaproteobacteria	Brucellaceae	Brucella	Rhizobiales	Proteobacteria	Brucella canis	Bacteria	36855	
Bruc_cani_RM6_66	brucCani_RM6_66	Brucella canis RM6/66	Brucella canis	Alphaproteobacteria	Brucellaceae	Brucella	Rhizobiales	Proteobacteria	Brucella canis	Bacteria	36855	
Bruc_cani_SVA13	brucCani_SVA13	Brucella canis SVA13	Brucella canis	Alphaproteobacteria	Brucellaceae	Brucella	Rhizobiales	Proteobacteria	Brucella canis	Bacteria	36855	
Bruc_cani_Oliveri	brucCani_OLIVERI	Brucella canis str. Oliveri	Brucella canis	Alphaproteobacteria	Brucellaceae	Brucella	Rhizobiales	Proteobacteria	Brucella canis	Bacteria	36855	
Bruc_ceti_TE10759_12	brucCeti_TE10759_12	Brucella ceti TE10759-12	Brucella ceti	Alphaproteobacteria	Brucellaceae	Brucella	Rhizobiales	Proteobacteria	Brucella ceti	Bacteria	120577	
